id,date,user_username,content,content_translation,image_description,extended_text,retweet_count,reply_count,like_count,quote_count,impression_count,topic,negative_score,neutral_score,positive_score,x,y
10,2023-03-19,YiJimmy,"A12, y el pronóstico para la próxima semana es a toda la central lechera hablando de Negreira 🥰🥰🥰","A12, and the forecast for next week is for the entire dairy farm talking about Negreira 🥰🥰🥰",,"A12, and the forecast for next week is for the entire dairy farm talking about Negreira 🥰🥰🥰",0.0,0.0,0.0,0.0,18.0,-1,0.0020381801296025515,0.042208392173051834,0.9557534456253052,3.8868675,9.885383
11,2023-03-19,popskunk,"Barça vs Madrid.  Ganando estamos ya con medio campeonato en la bolsa pero se seguirá hablando del caso Negreira. 

La central lechera de don Florentino esta al servicio Merengue. 

Som-Hi Barça https://t.co/rzTwhz8uwt","Barça vs Madrid. We are already winning with half a championship in the stock market, but we will continue to talk about the Negreira case. 

Don Florentino's dairy farm is at the Merengue service. 

Som-Hi Barça https://t.co/rzTwhz8uwt",,"Barça vs Madrid. We are already winning with half a championship in the stock market, but we will continue to talk about the Negreira case. 

Don Florentino's dairy farm is at the Merengue service. 

Som-Hi Barça https://t.co/rzTwhz8uwt",0.0,1.0,2.0,0.0,99.0,-1,0.008419875986874104,0.35794350504875183,0.6336365938186646,4.0430546,9.418447
12,2023-04-21,JoseGarcagonza1,"Existe hipótesis de que trama asturiana NUNCA trabajó en la Mina, con excepción Vigilante.Luego: quién dijo dónde estaba el polvorín, las llaves, ya que no fue forzado.En la empresa: quién compraba explosivos.Que dice el OBLIGADO Plan de Labores.El instructor no se lo plantea.!","There is a hypothesis that the Asturian plot NEVER worked in the Mine, with the exception of Vigilante. Then: who said where the powder keg was, since it was not forced. In the company: who bought explosives. What does the OBLIGATORY Work Plan say. The instructor does not consider it.!",,"There is a hypothesis that the Asturian plot NEVER worked in the Mine, with the exception of Vigilante. Then: who said where the powder keg was, since it was not forced. In the company: who bought explosives. What does the OBLIGATORY Work Plan say. The instructor does not consider it.!",0.0,0.0,0.0,0.0,11.0,8,0.6508689522743225,0.3375353217124939,0.011595670133829117,10.492031,2.5605164
13,2023-04-06,anitaapm_,llámame asturiana y me caso,Call me Asturian and I'll get married,,Call me Asturian and I'll get married,0.0,0.0,0.0,0.0,14.0,5,0.04129926860332489,0.70116126537323,0.2575395107269287,8.984182,4.7303243
14,2023-04-06,DeDecadencia,Envidia de asturiana con morriña https://t.co/1WgitcXijO,Envy of an Asturian woman with a morriña https://t.co/1WgitcXijO,,Envy of an Asturian woman with a morriña https://t.co/1WgitcXijO,0.0,0.0,0.0,0.0,16.0,21,0.21674208343029022,0.6841374635696411,0.09912051260471344,9.549873,5.0851655
15,2023-04-06,Llanes2022,Pasión asturiana en estado de gracia: esto es lo que no te puedes perder de la Semana Santa https://t.co/gONUOygYUT vía @lanuevaespana,Asturian passion in a state of grace: this is what you can't miss about Holy Week https://t.co/gONUOygYUT via @lanuevaespana,,Asturian passion in a state of grace: this is what you can't miss about Holy Week https://t.co/gONUOygYUT via @lanuevaespana,0.0,0.0,0.0,0.0,2.0,-1,0.002003084635362029,0.04180252552032471,0.9561943411827087,11.910646,5.6482644
16,2023-04-06,ALPLATU,¡¡La ciencia asturiana ta de restallu!!🔬🙌🙌 https://t.co/ropWVJGsuP,¡¡¡¡¡Asturian science is in style!! 🔬🙌🙌 https://t.co/ropWVJGsuP,,¡¡¡¡¡Asturian science is in style!! 🔬🙌🙌 https://t.co/ropWVJGsuP,2.0,0.0,6.0,0.0,742.0,5,0.0019236974185332656,0.015088004060089588,0.9829882979393005,9.199688,4.7014937
17,2023-04-06,elpais_deportes,"Vingegaard gana la cuarta etapa de la Itzulia y afianza su liderato

Landa, que repite como segundo, se despegó junto al danés del resto de favoritos en la subida a la Asturiana

Por @jonjrivasa

https://t.co/szVpG1rLJU","Vingegaard wins the fourth stage of the Itzulia and consolidates his leadership

Landa, who repeats as second, took off along with the Dane from the rest of the favorites on the climb to the Asturiana

By @jonjrivasa

https://t.co/szVpG1rLJU",,"Vingegaard wins the fourth stage of the Itzulia and consolidates his leadership

Landa, who repeats as second, took off along with the Dane from the rest of the favorites on the climb to the Asturiana

By @jonjrivasa

https://t.co/szVpG1rLJU",1.0,0.0,6.0,0.0,24024.0,18,0.005339777562767267,0.7883638739585876,0.20629633963108063,11.321987,9.004995
18,2023-04-06,alfonsoroa,Jueves santo con sol en las clásicas de primavera asturiana #flandrian #Asturias https://t.co/b8V23VvkzP,Maundy Thursday with sun in the Asturian spring classics #flandrian #Asturias https://t.co/b8V23VvkzP,,Maundy Thursday with sun in the Asturian spring classics #flandrian #Asturias https://t.co/b8V23VvkzP,0.0,0.0,2.0,0.0,58.0,-1,0.008982622064650059,0.8546057343482971,0.13641172647476196,11.990503,5.886231
19,2023-04-06,NotGip,"Vingegaard ataca en La Asturiana y Landa responde, que se juegan el triunfo en Santurtzi, donde el danés puede con el alavés: la diferencia entre ambos en la general de la #Itzulia2023 queda en 12 segundos

https://t.co/R1D1c2CU9L","Vingegaard attacks in La Asturiana and Landa responds, that the victory is at stake in Santurtzi, where the Dane can beat the Alavés: the difference between the two in the general standings of the #Itzulia2023 is 12 seconds

https://t.co/R1D1c2CU9L",,"Vingegaard attacks in La Asturiana and Landa responds, that the victory is at stake in Santurtzi, where the Dane can beat the Alavés: the difference between the two in the general standings of the #Itzulia2023 is 12 seconds

https://t.co/R1D1c2CU9L",0.0,0.0,0.0,0.0,581.0,18,0.014127912931144238,0.829001247882843,0.15687090158462524,11.329316,9.017119
20,2023-04-06,NoticiasdeAlava,"El líder ataca en La Asturiana y responde el de Murgia, que se juegan el triunfo en Santurtzi, donde el danés puede con el alavés, al que aventaja en 12 segundos en la general
https://t.co/kS5SU6NCty","The leader attacks in La Asturiana and the one from Murgia responds, who play the victory in Santurtzi, where the Dane can beat the Alavés, who is ahead by 12 seconds in the general standings
https://t.co/kS5SU6NCty",,"The leader attacks in La Asturiana and the one from Murgia responds, who play the victory in Santurtzi, where the Dane can beat the Alavés, who is ahead by 12 seconds in the general standings
https://t.co/kS5SU6NCty",0.0,0.0,1.0,0.0,350.0,18,0.006316767074167728,0.8155855536460876,0.17809776961803436,11.283511,8.98703
21,2023-04-06,Dani_Marti2,"Pues hombre tú yo quisiera tener 11 tíos con la actitud de Gavi en el campo, luchando y dejándose la piel por el escudo, suficiente tiene con la campaña que tienen montada en la central lechera con el como para que los mismos “culés” le estemos tirando mierda. https://t.co/VyvcgbOBGk","Well man you I would like to have 11 guys with Gavi's attitude in the field, fighting and leaving their skin for the shield, enough with the campaign they have mounted in the dairy plant with him so that the same “culés” are throwing crap at him. https://t.co/VyvcgbOBGk",,"Well man you I would like to have 11 guys with Gavi's attitude in the field, fighting and leaving their skin for the shield, enough with the campaign they have mounted in the dairy plant with him so that the same “culés” are throwing crap at him. https://t.co/VyvcgbOBGk",1.0,0.0,7.0,0.0,104.0,-1,0.5191873908042908,0.4033503532409668,0.07746224850416183,3.0438845,10.334127
22,2023-04-06,MeridaProRoad,That was one exciting finale with first that explosive climb and then the twisting and in places treacherous descent. So exciting that we referred to the La Asturiana climb as the La Salinas. Sorry for that. And #welldone to @MikelLandaMeana for that 2nd place. #Itzulia2023,That was one exciting finale with first that explosive climb and then the twisting and in places treacherous descent. So exciting that we referred to the La Asturiana climb as the La Salinas. Sorry for that. And #welldone to @MikelLandaMeana for that 2nd place. #Itzulia2023,,That was one exciting finale with first that explosive climb and then the twisting and in places treacherous descent. So exciting that we referred to the La Asturiana climb as the La Salinas. Sorry for that. And #welldone to @MikelLandaMeana for that 2nd place. #Itzulia2023,0.0,0.0,2.0,0.0,190.0,18,0.0034377926494926214,0.018535641953349113,0.9780265688896179,11.340145,8.684053
23,2023-04-06,qhubofer,"Vingegaard mostro ser el + fuerte cuando en el ascenso a La Asturiana después d los ataques de EF, el decide hacer lo mismo, el único q le logra llegarle es Landa, coronando con 25”; lo q les alcanzo a meta, El dinamarqués d Jumbo, cosecha una etapa + liderando por 12” al español https://t.co/D4RgGL5M3c","Vingegaard showed to be the + strong when in the promotion to La Asturiana after the EF attacks, he decides to do the same, the only one who manages to reach him is Landa, crowning with 25”; what reached the finish line, The Danish from Jumbo, reaps a stage + leading the Spanish by 12” https://t.co/D4RgGL5M3c",,"Vingegaard showed to be the + strong when in the promotion to La Asturiana after the EF attacks, he decides to do the same, the only one who manages to reach him is Landa, crowning with 25”; what reached the finish line, The Danish from Jumbo, reaps a stage + leading the Spanish by 12” https://t.co/D4RgGL5M3c",0.0,0.0,3.0,0.0,215.0,18,0.00647053262218833,0.42779213190078735,0.5657373070716858,11.322943,9.036821
24,2023-04-06,bob_isner,"Si lo hace Casemiro es coraje, espíritu y competitividad. Dejarse la piel en el campo y sentir el escudo. 

Si lo hace Gavi, son puños, codos y antebrazos. 

La central lechera haciendo lo de siempre https://t.co/U13mzhh9tz","If Casemiro does it, it's courage, spirit and competitiveness. Leave your skin in the field and feel the shield. 

If Gavi does, it's cuffs, elbows and forearms. 

The dairy farm doing business as usual https://t.co/U13mzhh9tz",,"If Casemiro does it, it's courage, spirit and competitiveness. Leave your skin in the field and feel the shield. 

If Gavi does, it's cuffs, elbows and forearms. 

The dairy farm doing business as usual https://t.co/U13mzhh9tz",0.0,0.0,0.0,0.0,204.0,-1,0.03986753150820732,0.6687062978744507,0.2914261519908905,3.1251338,10.338286
25,2023-04-06,ccvolata,"Nueva victoria para Vingegaard en la #Itzulia23 ante Mikel Landa, que ha esprintado pegado a la valla (😅)

Se marcharon los dos después de que el danés atacara en La Asturiana y Landa fuese el único con la capacidad de responder. 12” de diferencia entre ambos en la general… https://t.co/g6ggQwivJY","Another victory for Vingegaard in the #Itzulia23 against Mikel Landa, who has sprinted close to the fence (😅)

They both left after the Dane attacked in La Asturiana and Landa was the only one with the capacity to respond. 12” difference between the two in the general standings... https://t.co/g6ggQwivJY",,"Another victory for Vingegaard in the #Itzulia23 against Mikel Landa, who has sprinted close to the fence (😅)

They both left after the Dane attacked in La Asturiana and Landa was the only one with the capacity to respond. 12” difference between the two in the general standings... https://t.co/g6ggQwivJY",1.0,0.0,5.0,0.0,1026.0,18,0.004564615897834301,0.2850125730037689,0.7104228138923645,11.322145,9.016915
26,2023-04-06,eitbkirolak,"▶️ CICLISMO | Momento en el que Vingegaard y Landa se  escapan en la ascensión a La Asturiana #ItzuliaEITB #Itzulia2023

https://t.co/tierPK4aJH","▶️ CYCLING | Moment when Vingegaard and Landa escape on the ascent to La Asturiana #ItzuliaEITB #Itzulia2023

https://t.co/tierPK4aJH",,"▶️ CYCLING | Moment when Vingegaard and Landa escape on the ascent to La Asturiana #ItzuliaEITB #Itzulia2023

https://t.co/tierPK4aJH",0.0,0.0,0.0,0.0,647.0,18,0.01122196950018406,0.9487415552139282,0.040036391466856,11.339581,8.940647
27,2023-04-06,Rodadortop,"Vingergar lo gana, normal que Landa haga segundo si el sprint es de dos, dicho esto, buen golpe de pedal en La Asturiana chicos, el pelotón como lobos hambrientos ahi en Santurtzi https://t.co/DeFxnInW8D","Vingergar wins it, it's normal for Landa to be second if the sprint is two, that said, good pedal stroke in La Asturiana guys, the peloton like hungry wolves there in Santurtzi https://t.co/DeFxnInW8D",,"Vingergar wins it, it's normal for Landa to be second if the sprint is two, that said, good pedal stroke in La Asturiana guys, the peloton like hungry wolves there in Santurtzi https://t.co/DeFxnInW8D",0.0,0.0,6.0,0.0,729.0,18,0.011286063119769096,0.19946075975894928,0.7892531752586365,11.316507,8.994893
28,2023-04-06,BurgosBH,"#Itzulia2023 🇪🇦

¡Gran actuación de @VicLangellotti, que termina 14° en Santurce! 👏🏻

El monegasco resistió con los más fuertes en la subida a La Asturiana ⛰️ https://t.co/6I1uaD9Ofg","#Itzulia2023 🇪🇦

Great performance by @VicLangellotti, who finishes 14th in Santurce! 👏🏻

The Monegasque resisted with the strongest on the climb to La Asturiana ⛰️ https://t.co/6I1uaD9Ofg",,"#Itzulia2023 🇪🇦

Great performance by @VicLangellotti, who finishes 14th in Santurce! 👏🏻

The Monegasque resisted with the strongest on the climb to La Asturiana ⛰️ https://t.co/6I1uaD9Ofg",0.0,1.0,12.0,0.0,1036.0,18,0.002693403046578169,0.04539637640118599,0.9519102573394775,11.336151,8.674049
29,2023-04-06,BancoSabadell,#Itzulia2023 | Espectacular final en #Santurtzi de la cuarta etapa de la @ehitzulia Basque Country GP @BancoSabadell. El ciclista @j_vingegaard del equipo @JumboVismaRoad se impone en el sprint y tras superar los últimos 15 km en descenso desde la cima de La Asturiana https://t.co/0Q8jlCoX6Z,#Itzulia2023 | Spectacular final in #Santurtzi of the fourth stage of the @ehitzulia Basque Country GP @BancoSabadell. The cyclist @j_vingegaard of the @JumboVismaRoad team wins the sprint and after overcoming the last 15 km downhill from the top of La Asturiana https://t.co/0Q8jlCoX6Z,,#Itzulia2023 | Spectacular final in #Santurtzi of the fourth stage of the @ehitzulia Basque Country GP @BancoSabadell. The cyclist @j_vingegaard of the @JumboVismaRoad team wins the sprint and after overcoming the last 15 km downhill from the top of La Asturiana https://t.co/0Q8jlCoX6Z,0.0,0.0,1.0,0.0,560.0,18,0.0022372801322489977,0.1421404331922531,0.8556222915649414,11.298121,8.668679
30,2023-04-06,asierbs_,"En La Asturiana no tenía cobertura y no lo he podido ver, pero por lo que he escuchado Mikel Landa ha estado a punto de ganar a Vingegaard al sprint. Este es nuestro año y el Landismo se va a llevar un Tour.","In La Asturiana I didn't have coverage and I couldn't see it, but from what I heard Mikel Landa was about to beat Vingegaard in the sprint. This is our year and Landism is going to take a tour.",,"In La Asturiana I didn't have coverage and I couldn't see it, but from what I heard Mikel Landa was about to beat Vingegaard in the sprint. This is our year and Landism is going to take a tour.",0.0,1.0,2.0,0.0,342.0,18,0.022841142490506172,0.6046019792556763,0.3725568354129791,11.303821,9.0040245
31,2023-04-06,PROFE_RESTREPO,"#Itzulia2023
A Jonas Vingegaard todo le funcionó. El único que respondió en La Asturiana fue Mikel. De acá al sábado, es asunto entre 2. El resto ha perdido escaso tiempo difícil de recuperar por estado actual de los líderes. Con bonificaciones, el danés ahora suma 12” a Landa https://t.co/djGHc20Zge","#Itzulia2023
Everything worked for Jonas Vingegaard. The only one who answered in La Asturiana was Mikel. Between now and Saturday, it's a matter between two. The rest have wasted little time that is difficult to recover due to the current state of the leaders. With bonuses, the Dane now adds 12” to Landa https://t.co/djGHc20Zge",,"#Itzulia2023
Everything worked for Jonas Vingegaard. The only one who answered in La Asturiana was Mikel. Between now and Saturday, it's a matter between two. The rest have wasted little time that is difficult to recover due to the current state of the leaders. With bonuses, the Dane now adds 12” to Landa https://t.co/djGHc20Zge",10.0,2.0,44.0,0.0,3024.0,18,0.0410422720015049,0.6975218057632446,0.26143592596054077,11.328331,9.006464
32,2023-04-06,Sp_Ciclismo,"¡JONAS VINGEGAARD! 🫡

El líder repite triunfo de etapa en la 4ª jornada de @ehitzulia. Atacó en La Asturiana y solo le pudo seguir Mikel Landa, al que venció sobre la meta de Santurtzi. 

🔋 by @finisher_ES #Itzulia2023 https://t.co/NYWTGzXe93","JONAS VINGEGAARD! 

The leader repeats the stage win on the 4th day of @ehitzulia. He attacked in La Asturiana and could only be followed by Mikel Landa, who he beat over the goal of Santurtzi. 

🔋 by @finisher_ES #Itzulia2023 https://t.co/NYWTGzXe93",,"JONAS VINGEGAARD! 

The leader repeats the stage win on the 4th day of @ehitzulia. He attacked in La Asturiana and could only be followed by Mikel Landa, who he beat over the goal of Santurtzi. 

🔋 by @finisher_ES #Itzulia2023 https://t.co/NYWTGzXe93",1.0,1.0,8.0,1.0,2654.0,18,0.005396198946982622,0.3694927394390106,0.6251110434532166,11.224403,8.904308
33,2023-04-06,josenic88338376,"Carletto, el madridismo tiene derecho a saber cómo este Barça le saca 12 puntos en liga https://t.co/GcK9egvSGM La central Lechera del Real Madrid le roba el cántaro de leche e ilusiones al Barça. Deja de ganar 1 millón de euros por no ganar la Copa del Rey.","Carletto, Madridism has the right to know how this Barça gets 12 points in the league https://t.co/GcK9egvSGM Real Madrid's Central Lechera steals Barça's milk jug and hopes. Stop winning 1 million euros for not winning the Copa del Rey.",,"Carletto, Madridism has the right to know how this Barça gets 12 points in the league https://t.co/GcK9egvSGM Real Madrid's Central Lechera steals Barça's milk jug and hopes. Stop winning 1 million euros for not winning the Copa del Rey.",0.0,0.0,0.0,0.0,6.0,4,0.6121765971183777,0.3500381410121918,0.03778522461652756,4.2572875,9.051386
34,2023-04-06,JumboVismaRoad,"🇪🇸 #Itzulia2023

Jonas accelerated on La Asturiana and only Mikel Landa could follow him. The two leaders have a small gap over a chasing group. 👊

🏁 18 km","🇪🇸 #Itzulia2023

Jonas accelerated on La Asturiana and only Mikel Landa could follow him. The two leaders have a small gap over a chasing group. 👊

🏁 18 km",,"🇪🇸 #Itzulia2023

Jonas accelerated on La Asturiana and only Mikel Landa could follow him. The two leaders have a small gap over a chasing group. 👊

🏁 18 km",4.0,0.0,57.0,0.0,11438.0,18,0.016080154106020927,0.6192328929901123,0.3646869361400604,11.361568,8.772344
35,2023-04-06,diariovasco,"🔴 Directo 4ª etapa #Itzulia2023 | Landa y Vingegaard, mano a mano hacia la cima de La Asturiana https://t.co/Af1fgiJ8LC","🔴 Direct 4th stage #Itzulia2023 | Landa and Vingegaard, hand in hand to the top of La Asturiana https://t.co/Af1fgiJ8LC",,"🔴 Direct 4th stage #Itzulia2023 | Landa and Vingegaard, hand in hand to the top of La Asturiana https://t.co/Af1fgiJ8LC",0.0,0.0,0.0,0.0,928.0,18,0.005377845373004675,0.9373137950897217,0.05730835720896721,11.328603,8.913868
36,2023-04-06,ehitzulia,"Comienza el ascenso a la Asturiana ⛰️

La Asturianako igoera hasi da💪

#Itzulia2023 https://t.co/axSSU0acWV","The ascent to the Asturiana begins ⛰️

The Asturianako Igorera hasi da 💪

#Itzulia2023 https://t.co/axSSU0acWV",,"The ascent to the Asturiana begins ⛰️

The Asturianako Igorera hasi da 💪

#Itzulia2023 https://t.co/axSSU0acWV",8.0,0.0,26.0,0.0,4921.0,18,0.009541944600641727,0.7566830515861511,0.23377500474452972,11.382982,8.659931
37,2023-04-06,TuristaVuelta,"La Asturiana

Su nombre proviene de un bar situado en la subida.

Peñas Negras

Los Montes de Triano eran conocidos desde época romana por su hierro, fueron el corazón de la zona minera de Bizkaia.

""La gran explotación minera"" fue entre 1876 y 1930.

#Itzulia2023 https://t.co/FwFvGRFXbV","La Asturiana

Its name comes from a bar located on the climb.

Peñas Negras

The Montes de Triano were known since Roman times for their iron. They were the heart of the mining area of Bizkaia.

“The Great Mining Operation” was between 1876 and 1930.

#Itzulia2023 https://t.co/FwFvGRFXbV",,"La Asturiana

Its name comes from a bar located on the climb.

Peñas Negras

The Montes de Triano were known since Roman times for their iron. They were the heart of the mining area of Bizkaia.

“The Great Mining Operation” was between 1876 and 1930.

#Itzulia2023 https://t.co/FwFvGRFXbV",3.0,0.0,10.0,0.0,1272.0,-1,0.02143319882452488,0.8484223484992981,0.13014443218708038,12.699248,7.4351068
38,2023-04-06,GARA_jiturria,"Vingegaard ataca a 20 de meta a cinco del alto de La Asturiana y se le une Mikel Landa, los dos primeros y los más fuertes de la Itzulia.","Vingegaard attacks 20 from the finish line five from the top of La Asturiana and is joined by Mikel Landa, the first two and the strongest in Itzulia.",,"Vingegaard attacks 20 from the finish line five from the top of La Asturiana and is joined by Mikel Landa, the first two and the strongest in Itzulia.",0.0,0.0,2.0,0.0,797.0,18,0.006626363843679428,0.7626142501831055,0.23075933754444122,11.34557,9.026342
39,2023-04-06,BHRVictorious,"#Itzulia2023 

⛰️ La Asturiana climb is the main difficulty of the day. The top is located at 15km to the finish @ehitzulia 

#RideAsOne 

📸 @SprintCycling https://t.co/WZ9b8qqOon","#Itzulia2023 

⛰️ La Asturiana climb is the main difficulty of the day. The top is located at 15km to the finish @ehitzulia 

#RideAsOne 

📸 @SprintCycling https://t.co/WZ9b8qqOon",,"#Itzulia2023 

⛰️ La Asturiana climb is the main difficulty of the day. The top is located at 15km to the finish @ehitzulia 

#RideAsOne 

📸 @SprintCycling https://t.co/WZ9b8qqOon",5.0,0.0,44.0,0.0,4998.0,18,0.047595247626304626,0.9073496460914612,0.045055173337459564,11.376733,8.684891
40,2023-04-06,SenalDeportes,"¡Tremendo premio! Así es La Asturiana el premio de montaña con rampas hasta del 6,9%.

Mira la #Itzulia2023 también en nuestro streaming 🖥 👉  https://t.co/REiLk94Cfh

#ElMundoRuedaXSeñal https://t.co/osaK8WEQDu","Tremendous prize! This is La Asturiana, the mountain prize with ramps of up to 6.9%.

Watch the #Itzulia2023 also in our streaming 🖥 👉 https://t.co/REiLk94Cfh

#ElMundoRuedaXSeñal https://t.co/osaK8WEQDu",,"Tremendous prize! This is La Asturiana, the mountain prize with ramps of up to 6.9%.

Watch the #Itzulia2023 also in our streaming 🖥 👉 https://t.co/REiLk94Cfh

#ElMundoRuedaXSeñal https://t.co/osaK8WEQDu",1.0,0.0,6.0,0.0,705.0,18,0.0029318458400666714,0.04830298200249672,0.948765218257904,11.427115,8.616518
